Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Mongolia,MNG,73.0323207583653,56.5053093638117,39.0254195738466,38.9311070809776,39.3738470541002,40.0399905198457,40.8938191433893,41.8307973981249,42.7413810822326,43.9030835565589,44.7465401856317,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Montenegro,MNE,38.3610528095811,32.0145198624018,28.8138392600678,28.3902957153778,28.1898425350385,27.952576379389,27.6994402883263,27.4685829654075,27.2858167925147,27.0841772664668,26.9924964995632,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Morocco,MAR,70.3778636389944,54.7879190134554,44.2687982387275,43.597078934387,42.9471708549831,42.5610893769797,42.3554956365517,42.1783576519648,41.9435933499602,41.8575094821084,41.6062965074193,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Mozambique,MOZ,95.0131161020397,86.5846206154817,89.6107574212946,89.4228181374782,89.3615665419124,89.1296011584767,88.7372120311569,88.1838397755544,87.4791857328083,86.8491899801083,86.0497713117072,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Myanmar,MMR,64.7361896237907,50.9886283282034,46.5224524431233,46.0351352797795,45.1318131068282,44.3212970652431,43.5335717400324,42.6773336409026,41.7298208011462,40.7842842261182,39.7867695971274,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Namibia,NAM,82.5098498917881,72.0750887969246,66.7283924695059,66.0629292799053,65.0000886737415,64.1520980268044,63.4704564639846,62.8507660094299,62.2292317457502,61.9067533385033,61.4122447739466,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Nepal,NPL,78.5180126947795,74.1960267080055,65.2358063904265,63.7410136207046,61.5079372731396,59.1368420988807,56.7500707552729,54.5221708199202,52.5342878108876,50.5413743168657,48.8056101904818,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Netherlands,NLD,26.358915590617,27.1785519004616,26.316770649611,26.1368922864392,25.9538868282272,25.8745634248144,25.8488643419054,25.7874713795226,25.6499331412653,25.5093570090289,25.3264619480921,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,New Caledonia,NCL,50.4575599273832,44.5509473638727,37.1988329490057,36.209457712131,35.5650086489921,35.0548785757497,34.6467498729316,34.2636019913737,33.8625462108467,33.645831658278,33.3475898556923,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,New Zealand,NZL,35.388819300655,34.6965360718285,31.1163750259848,30.8465840894076,30.9528763563282,30.8971963002243,30.7523075107615,30.6181505032118,30.5448688081577,30.4112995997726,30.4499365166386,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Nicaragua,NIC,89.5970229948505,70.1030209532711,53.8432097650963,52.4817448202601,51.1371360772338,49.7863192929121,48.4857300085696,47.3126136282216,46.291783576885,45.2247751052699,44.3101065566326,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Niger,NER,98.4831494146505,97.570505895193,104.659448463157,105.03750138068,105.664399104181,106.045684912551,106.243280802215,106.305244620857,106.235647293757,106.379601616416,106.244006021472,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Nigeria,NGA,86.2406860150727,81.3711895650032,82.6215236786775,82.7141418933544,83.0377964383543,83.2606040274278,83.3529943237381,83.2706561594711,83.0026922095214,82.9248020244836,82.6016004971792,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Norway,NOR,29.2423504451137,30.8577397585506,28.6788551032226,28.3729348339785,28.2014810532571,27.9351218950646,27.6494611816367,27.4366989397942,27.3254909087179,27.1830717176911,27.1749641877871,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Oman,OMN,86.246665769124,61.3668947231018,37.3886956947642,35.8674380716162,33.6879113909561,31.9891012219712,30.7917728674185,29.9776815566056,29.3620801048869,29.130705249137,28.7641916975654,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Pakistan,PAK,81.0130405073249,74.979522963545,61.8472891364956,60.9150503601707,60.389118753142,59.7092212296816,58.9899464002374,58.3703972259,57.8872862365221,57.5589774768795,57.2696126424301,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Panama,PAN,60.429074197403,51.1754950015392,45.967633120049,45.4682761343655,45.0497695573686,44.5896186216186,44.1037249214113,43.6169824059732,43.1387663136083,42.7574812245483,42.3348144885187,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Papua New Guinea,PNG,76.3391456240178,69.5503802314223,66.3069211002991,65.6058892961122,64.95647016872,64.1313568342076,63.1916311618363,62.2294373468398,61.2938693829309,60.4535778240031,59.6400519492744,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Paraguay,PRY,75.4776312270086,66.669308866345,53.9956976405963,52.7793089951636,51.7016736189413,50.4700447338103,49.2069606648476,48.0914679920364,47.1979058194383,46.3772695938636,45.7763884850247,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Peru,PER,66.972842836374,56.5412150130454,46.4277097487627,45.5644433803169,44.8586078719579,44.2652669526639,43.7501188869584,43.250839073353,42.7327687849842,42.3107594620991,41.8328751799967,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Philippines,PHL,73.211769699395,66.0528121359352,56.3774016797916,54.7141048416559,53.8826450042336,53.0530273710268,52.2930448029183,51.6166459815909,50.9964209082353,50.4595511814221,49.9605412240836,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Poland,POL,38.6885556613688,28.5851239203404,21.5974068100387,21.3394757164527,21.3584550342478,21.3005493435648,21.2375804381568,21.265569524811,21.4141625020017,21.4529642814617,21.6568465772627,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Portugal,PRT,31.183860516428,23.6919592982186,22.7866386429575,22.5408171090747,22.3597996546738,22.1655492679639,21.9769510799323,21.7913737244617,21.5954270378829,21.319694047025,21.0209264353169,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Puerto Rico,PRI,43.0536544232001,36.1802469951715,31.7225758174767,31.0493453250189,30.4901050634102,29.8690252811474,29.2038828301172,28.5441474635625,27.9319641958543,27.3149154004941,26.8129302528928,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Qatar,QAT,40.2103863740692,35.4457467569472,16.103664592332,15.2368937299033,15.5152197868889,15.6046282690278,15.7820510287997,16.0457788966814,16.2502427310918,16.3450374656248,16.3616812927413,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Romania,ROU,36.0680408212985,27.309225344441,22.9259408784437,23.0223595529343,23.0365623119569,22.9731501825481,22.8659976354707,22.7984684637612,22.8113272623995,22.7630625197538,22.8206898525834,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Russian Federation,RUS,34.2900947329479,26.3209279004556,20.4537834000972,20.6751977732687,21.016377401284,21.6643547003558,22.5095638319646,23.3769653170778,24.1574973662385,25.0908548691785,25.8083141709363,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Rwanda,RWA,102.008359049679,84.3925905296844,75.1970495425449,75.1473877428959,75.0905968494092,74.6369950020062,73.9097194430707,73.1186959884522,72.3535211615531,71.4482166273509,70.554181138363,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Samoa,WSM,72.3569360821565,74.3035091019291,68.2067352845341,67.5314457956948,67.3773666497452,66.8200794027131,66.074577516532,65.3928911888874,64.8642332617274,63.9051046248167,63.2878063385553,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Sao Tome and Principe,STP,100.81401587331,89.5295315390241,84.7142134547294,84.5065948030323,83.8727208789335,83.347510373444,82.7949062339053,82.0829239536255,81.1402377882825,80.1418571402046,78.9318015816478,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Saudi Arabia,SAU,76.0535587144586,64.9619375212844,45.8152491523009,44.3043397311999,42.2636027573854,40.4890212834921,38.9732026258512,37.7020453717686,36.6443900204281,35.8134046389683,35.1758245265182,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Senegal,SEN,93.8016497250943,86.1263130093263,80.819139114057,80.5923665558453,80.5191257021906,80.4059406249843,80.2643628587061,80.0796874280038,79.8227427054895,79.612337886403,79.2487980019497,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Serbia,SRB,35.6726697429762,31.0735848873944,25.6987467771186,25.3732184079636,25.1181005043054,24.9973059369788,24.9559275191562,24.9223448411716,24.8668162653212,24.8833671270152,24.8627330987472,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Seychelles,SYC,62.3576238516034,44.9636733507701,33.6964619791063,32.7672391694437,32.0736497545008,31.5396041202493,31.2236954526756,31.0709721659446,31.0417016854877,31.6666666666667,32.1570284093481,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Sierra Leone,SLE,86.1107345576925,83.9539863030493,82.7251961430517,81.974101696638,81.6279727354094,80.9737609313453,80.09706963177,79.0984069186198,78.0305721633045,77.0345103121833,76.0163583758531,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Singapore,SGP,29.421220996936,30.1357171325924,24.2380414419715,23.5477267493041,23.0168922955036,22.5336059683411,22.0872061573925,21.6728603988048,21.2919916388923,21.0248671963801,20.7799814643188,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Slovak Republic,SVK,39.4398996047568,28.5722469954521,21.4802674954292,21.2360606253634,21.1992623865227,21.1939374205289,21.252605967844,21.3993504741186,21.6299869716479,21.8072234132575,22.0939497283991,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Slovenia,SVN,30.2065588976525,22.550549232194,20.0847571706357,20.2816986758513,20.6875476166728,20.9751266651627,21.2110253451382,21.4968082229221,21.8711495977208,22.2306722887453,22.6785864889938,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Solomon Islands,SLB,87.8019772541441,75.9115697294357,73.2022924067496,72.898307668852,72.5373894690877,71.930017002139,71.1527335840324,70.2905500013788,69.3811493154571,68.3835705741801,67.3756249255197,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Somalia,SOM,83.4321998816361,93.9073562568531,96.6116469655225,95.8875958213976,95.60180123622,94.8615415500822,93.8799644437972,92.9325337274146,92.1421787491393,91.7056531046068,91.3365989848122,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,South Africa,ZAF,68.2631287026609,53.8902279324045,47.3498188334187,46.8975268032743,46.4242534709439,45.98247022607,45.5683599404326,45.1630137615604,44.7517432930842,44.4691063496526,44.1368840113038,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,South Sudan,SSD,83.5001267427123,85.9681438136184,82.2708972280512,81.3311672880441,80.8212417863372,80.1093086456571,79.2388465044099,78.2872724651841,77.2958314185271,76.6221834226269,75.9281847304247,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Spain,ESP,30.0220419577567,21.5190722826745,21.2863176446274,21.4317753585072,21.7648542962027,22.0249045570592,22.2208589377643,22.3787286590149,22.5145530998,22.3720203605271,22.2956066241139,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Sri Lanka,LKA,51.4236285005595,39.9135282324046,37.8489332412892,37.8129489115553,37.7477123721263,37.6709290217546,37.5598582409065,37.3933117358652,37.1640355776932,36.7873406739616,36.4273914318086,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,St. Lucia,LCA,65.2698790197498,53.5863638769785,35.4790199213517,34.0089994300928,32.59123537975,31.3034655139701,30.0928792569659,28.9407141361594,27.8633431552122,27.1597918196824,26.4492583368576,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,St. Vincent and the Grenadines,VCT,67.9467750262295,51.0309355872047,40.6518105079922,39.7089454067091,38.9597992690776,38.1175959724804,37.2697315109935,36.5443589605638,35.9978547965409,35.2726933134105,34.743094032766,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Sudan,SDN,88.2790872291987,82.4507856266036,80.5226568254634,80.0662811805268,79.3134969350065,78.4390398943535,77.4683746588139,76.4296448964622,75.3543849544062,74.3911281610223,73.3827270500959,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Suriname,SUR,55.112510388033,52.0590629075814,45.0209242275844,44.1026928996347,43.3115833203869,42.5654926801882,41.8663691749358,41.209638487745,40.5877258913107,40.1330830732442,39.672675256455,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Sweden,SWE,27.8981394633295,28.6621162336752,25.3641337613831,25.2903895689767,25.4081248809212,25.7452982795622,26.274837334041,26.8654352003132,27.4099040168544,27.721124915307,28.0649111547725,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Switzerland,CHE,24.9219935086581,25.9458655075831,22.394364595005,22.1199344152685,22.0039737496649,21.914061116816,21.8806803475148,21.913523282437,21.9950410557048,22.1482150687722,22.3044446329774,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Syrian Arab Republic,SYR,94.3428051960264,73.7064795766734,62.1832958165137,60.4455135028103,61.8543599585499,63.0720250816131,64.0386114115487,64.9112654562313,65.8249812296732,63.9170477185385,61.9096959436893,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Tajikistan,TJK,83.7031675490722,78.9311718888801,59.8110830647973,58.7616251085778,58.3854438558102,57.8576117696993,57.3482742811296,57.0657203817382,57.0548427052426,57.2318880487261,57.5231795856126,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Tanzania,TZA,89.8934090490225,86.6221099780185,87.6136725192402,87.5818188497447,87.6657085083627,87.7698977518805,87.8300543825823,87.7312416961603,87.4184237731776,87.019041803605,86.3941979459747,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Thailand,THA,46.2840260987811,34.5205167285127,27.2741082213039,26.6998475847932,26.4658849466008,26.1788178607152,25.855689773478,25.5203956908385,25.183429880204,24.7242315191733,24.2875567994753,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Timor-Leste,TLS,65.1617675320786,106.364990373321,90.8596108265433,88.8561283479556,88.8598205576294,87.7474134807638,86.091422534639,84.652580546528,83.7272925235164,82.9485842049099,82.5258338516163,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Togo,TGO,91.0009444784914,80.7098892479669,77.796721993079,77.6503733165374,77.6023733453546,77.4495188905807,77.1752910081383,76.7516939951728,76.1689205599735,75.5533759698299,74.8140265512862,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Tonga,TON,70.1911734416837,68.8313585160572,66.4429530201342,65.7906308134619,65.6007132523635,65.340519189248,64.9880175742245,64.5306277574896,63.9498329949571,62.6961978351696,61.4092149520848,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Trinidad and Tobago,TTO,55.3708603820532,37.6712129854108,29.2279009021082,29.1939670306008,29.2440709893855,29.3633531679172,29.5221407352395,29.6689676977394,29.7671195220005,29.8144719074614,29.8030960561264,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Tunisia,TUN,64.1929277357521,46.3381874300357,34.1633363466987,33.7313713845122,33.5658374541335,33.6455168844028,33.8980490425045,34.2039113582395,34.4872506183821,34.998510938186,35.3136907164689,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Turkey,TUR,60.0555611910557,48.3430749067865,41.4524611229571,40.830690389386,40.3279086513759,39.8430169807549,39.37421722221,38.9039424590517,38.4050595718712,37.914918345399,37.310766993029,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Turkmenistan,TKM,72.9484486792002,60.998380674158,45.1791032215998,44.4913241722313,44.0184776005821,44.3698524604072,45.2197690334246,46.0234197148502,46.492922896743,47.4185059408915,47.6948158175885,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Uganda,UGA,97.5773470865132,103.945697879896,102.405703586375,101.65072957802,100.997132244431,100.227097624229,99.3472361713851,98.3494367860347,97.2380538728358,96.2749467871993,95.1932241098601,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Ukraine,UKR,31.783954793261,24.7799010330684,20.1185839742135,20.133806411537,20.4675655702217,20.7190866125113,20.9654435559441,21.3171810645174,21.809159880825,22.2008373450625,22.7686356477738,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,United Arab Emirates,ARE,45.5657717589293,35.6268171392333,16.2821966834354,15.5779131498747,15.8203050316379,15.9006844852121,15.9468088383008,16.0439418169659,16.1829726170923,16.3330975573396,16.3554089844556,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,United Kingdom,GBR,29.0546750614898,29.2536041590705,26.6635768971854,26.5972680938252,26.8116941936773,26.927609290097,27.0110501900283,27.143466360703,27.350492707533,27.5161365020626,27.7728824273853,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,United States,USA,33.0089924015713,32.8894688515911,30.3865989279998,30.1731282740986,29.9367617848164,29.67335461149,29.4200356639911,29.2057570687886,29.0457912948033,28.8567597929418,28.7986618496378,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Uruguay,URY,41.7254889421686,39.3922624454273,35.910041310913,35.4117187867958,34.9706285844675,34.5412005232984,34.1313669379042,33.7439244536688,33.3823788610293,33.0566682641445,32.7586920697436,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Uzbekistan,UZB,73.65765031045,64.1231281850775,45.1285943397462,43.9015980625247,43.2571098942461,42.567961489386,41.9647950420325,41.5798756737558,41.4312218816543,41.3322511210063,41.4299284650879,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Vanuatu,VUT,83.3802488033312,75.172353010302,66.5016687291409,66.0317042304007,65.6656585254508,64.5630294592329,63.2351755281974,62.2125356981813,61.630079253247,60.631563268042,60.1234395746306,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,"Venezuela, RB",VEN,64.9239278461334,55.5333816752843,46.6638582009224,45.946451510103,45.3070244413403,44.7041047993563,44.1286837500613,43.566592612181,43.0084138458518,42.4753999540893,41.9431682750497,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Vietnam,VNM,65.692631779882,51.1265818076697,34.8868598823036,33.9370553590966,33.3597432229251,33.0265409779996,32.9056833337728,32.8936436216182,32.9149804378981,32.9673620022256,33.0433888752178,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Virgin Islands (U.S.),VIR,44.2814858665088,39.5317772778403,31.7422700532523,31.612785490686,31.8278593124592,32.0121206899028,32.219264947569,32.4806978251901,32.7988773438433,32.7963228091327,32.8611208326359,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,West Bank and Gaza,PSE,98.4798873140097,95.8431658159469,79.1527397525924,77.269345202516,75.7626982099247,74.2435742862447,72.8115911103524,71.5681658609742,70.5370443680255,69.6782198197035,68.9631981121056,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,"Yemen, Rep.",YEM,113.702194961877,100.06305024992,79.2864373963106,77.4319475215857,76.0152112974931,74.8232467313592,73.7867143998196,72.7753860019908,71.7157863545759,70.812326155326,69.8356118166872,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Zambia,ZMB,93.1410917141015,91.1400440324281,92.7905198068468,92.3194160938436,91.4048189336989,90.4383251821797,89.4020815329258,88.2737284004164,87.0649516492453,86.0258532506407,84.9113519841522,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Zimbabwe,ZWE,91.4333811201969,79.0311157506893,74.8902045425114,74.9139835405789,74.7950517800845,74.7151172182869,74.662264732355,74.5906477756399,74.4456086571305,74.1499647997302,73.6153686027653,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Arab World,ARB,79.9948301216974,66.5947294622857,54.755813057775,54.0744231685749,53.7026825810889,53.5192990605429,53.4575529423544,53.4034903900634,53.281379559083,53.24357914159,53.0066035605158,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Caribbean small states,CSS,58.2129860212884,50.098818521687,40.8305012146584,39.7962604890578,38.9015222882823,37.9720049978141,37.0585802600725,36.2436262237176,35.5725822779303,35.0297798730909,34.6809513822027,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Central Europe and the Baltics,CEB,35.2428264193982,26.8161142525448,21.5785284811023,21.4849293697238,21.5538433731645,21.5872745477506,21.6260413289215,21.7290367787652,21.9145251041887,22.0028987419679,22.2221270796807,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Early-demographic dividend,EAR,69.5274729929208,59.5097573958475,50.787206326366,49.9592553699914,49.2106414249073,48.4627173514299,47.7223535487048,46.9999881287842,46.2995695022444,45.6530382623181,45.0186957462431,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,East Asia & Pacific,EAS,46.3242852671657,38.3261152879876,29.1173895700614,28.7585428934665,28.5074524081204,28.382687652423,28.3496000143309,28.3484018979094,28.3413107044791,28.3877644995456,28.3972824791867,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,East Asia & Pacific (excluding high income),EAP,48.6102943371302,40.0426793085813,29.9165311365386,29.5434262363381,29.2780231985088,29.1561065040166,29.1348587559547,29.1443249555847,29.1406228930493,29.1895588842669,29.1913006410441,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,East Asia & Pacific (IDA & IBRD countries),TEA,48.7346908470726,40.0686340909575,29.8680388550514,29.4984037744464,29.2378149468051,29.1209611505942,29.1051940454566,29.1208454581946,29.1239482274659,29.1791406407496,29.1874877556458,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Euro area,EMU,27.1094941696478,24.3934789322228,23.2153569008841,23.1819747265872,23.2467925075825,23.2787210331556,23.2996215766528,23.3239275068513,23.3545810163562,23.3065636995644,23.2934306028651,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Europe & Central Asia,ECS,34.4297924343209,29.6671700835728,25.7200015553542,25.6666740922001,25.7848098475788,25.9334576936103,26.1276435327618,26.3577450275995,26.6020309654511,26.8338982162177,27.0599585665878,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Europe & Central Asia (excluding high income),ECA,41.7947397595422,34.6743844955938,28.3119990241666,28.2549763034414,28.3960261617574,28.6608138218383,29.0341295335659,29.4588968322644,29.8792562373939,30.371701090657,30.7799002587888,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Europe & Central Asia (IDA & IBRD countries),TEC,41.3602532848015,34.0316408556009,27.6602452358131,27.5904172249573,27.7260133498066,27.9627724713433,28.2967606985371,28.686949876782,29.086656464536,29.5408932479517,29.9358977664737,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,European Union,EUU,28.9368493923882,25.521326337777,23.4201847469014,23.3730833312099,23.4596726454857,23.5051240706558,23.5420203654302,23.6017922242602,23.6917417003105,23.7000567363757,23.7708475580451,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Fragile and conflict affected situations,FCS,85.3375285984546,79.4084238294535,76.3994032475257,75.9866884432651,75.776025897006,75.4514640183195,75.0270953328594,74.5244464991327,73.9574501755952,73.3585784779683,72.6932086412985,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Heavily indebted poor countries (HIPC),HPC,90.0380446729879,87.9646462079439,85.6294790133885,85.0712505427443,84.5778569909901,83.9439246711083,83.2010882543896,82.3819091649442,81.5065892552014,80.753798701066,79.9235027470721,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,High income,HIC,32.0534246884235,29.266917367379,26.5081558678477,26.3093632590823,26.2028403237368,26.0700715856813,25.9455623111389,25.8559867607983,25.808403977281,25.7450856849381,25.7526618426318,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,IBRD only,IBD,54.611817232687,45.9435864219443,37.1672679849151,36.6940922589104,36.323256173269,36.0274030410246,35.7873055341991,35.5702162963546,35.3530172603314,35.1854714621344,34.9976943438518,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,IDA & IBRD total,IBT,59.7794071386482,52.0243018319396,44.3301477127501,43.9081856155277,43.5969333796529,43.3325770582293,43.1040165093584,42.8906639320765,42.6764176252748,42.5168434405246,42.3337576678477,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,IDA blend,IDB,83.8028710671332,77.235022261786,69.9353585613278,69.4067429744189,69.182020935685,68.8458418091106,68.4365649512349,68.0275130587366,67.6403533890924,67.3763807580827,67.0701552406058,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,IDA only,IDX,85.2952406691218,79.3049126533835,74.2983030890338,73.6285895946731,73.0180813349326,72.3395854454454,71.6033749127015,70.8240809909213,70.0142009737598,69.248285086967,68.4411158561982,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,IDA total,IDA,84.7913060345862,78.6117582305037,72.8356476652747,72.2125461648067,71.7318833476726,71.1687940472959,70.5425676508909,69.8878594438613,69.2202626608393,68.6231822080495,67.98409146117,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Late-demographic dividend,LTE,45.8693810695075,37.4391363079059,27.1641014913821,26.7968610016707,26.561761392929,26.4692339941806,26.4821230905802,26.5353737837057,26.5846224129886,26.6903562060308,26.7529098580638,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Latin America & Caribbean,LCN,61.7903814677828,51.6006183147481,42.9882283507772,42.1064534848327,41.2725024805369,40.4814500996622,39.7273934796097,39.0039694007302,38.3089105760931,37.7243504869181,37.1354578521397,..
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Latin America & Caribbean (excluding high income),LAC,63.7354933223833,52.7770092529918,43.63176143433,42.687578960559,41.7886337129791,40.9330380321849,40.1161539423785,39.3341329929048,38.5864451911712,37.9593405090837,37.3294195929808,..
