Source1,Source2,Date,Mean,YearMonth,PCP,TAVG,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1971-10,-0.05,197110,2.73,55.08,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1971-09,-0.01,197109,2.83,64.33,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1971-08,-0.03,197108,2.75,72.01,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1971-07,-0.12,197107,3,72.36,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1971-06,-0.18,197106,2.53,69.44,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1971-05,-0.06,197105,2.92,58.26,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1971-04,-0.09,197104,1.86,50.27,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1971-03,-0.18,197103,2.08,39.65,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1971-02,-0.2,197102,2.37,33.48,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1971-01,-0.02,197101,2.03,29.41,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1970-12,-0.13,197012,2.22,33.58,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1970-11,0.01,197011,2.2,41.31,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1970-10,0.05,197010,2.88,52.27,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1970-09,0.11,197009,3.06,64.58,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1970-08,-0.11,197008,2.37,73.38,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1970-07,-0.04,197007,2.41,73.96,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1970-06,-0.03,197006,2.77,68.74,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1970-05,-0.05,197005,2.61,61.07,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1970-04,0.09,197004,2.78,49.44,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1970-03,0.08,197003,2.68,38.5,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1970-02,0.22,197002,1.63,35.35,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1970-01,0.09,197001,2.09,27.14,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1969-12,0.27,196912,2.94,33.46,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1969-11,0.12,196911,1.59,41.59,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1969-10,0.11,196910,2.7,51.03,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1969-09,0.1,196909,2.3,65.55,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1969-08,0.03,196908,2.31,73.22,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1969-07,-0.01,196907,3.09,74.1,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1969-06,0.05,196906,3.31,66.83,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1969-05,0.2,196905,2.66,61.41,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1969-04,0.19,196904,2.6,52.63,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1969-03,0,196903,1.89,36.03,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1969-02,-0.14,196902,2.23,32.81,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1969-01,-0.11,196901,3.01,29.37,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1968-12,-0.14,196812,2.82,30.04,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1968-11,-0.04,196811,2.82,41.14,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1968-10,0.12,196810,2.07,54.64,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1968-09,-0.18,196809,2.31,63.9,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1968-08,-0.11,196808,2.88,70.59,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1968-07,-0.11,196807,2.77,72.86,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1968-06,-0.06,196806,3.12,68.5,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1968-05,-0.1,196805,3.33,58.17,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1968-04,-0.05,196804,2.46,50.58,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1968-03,0.21,196803,2.16,43.56,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1968-02,-0.15,196802,1.48,32.92,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1968-01,-0.23,196801,2.17,28.94,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1967-12,-0.02,196712,3.06,32.07,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1967-11,-0.06,196711,1.61,41.54,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1967-10,0.06,196710,2.34,53.92,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1967-09,-0.04,196709,2.49,64.06,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1967-08,0.02,196708,2.51,71.22,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1967-07,0.01,196707,2.89,72.52,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1967-06,-0.08,196706,3.58,67.55,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1967-05,0.14,196705,2.96,57.63,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1967-04,-0.05,196704,2.67,51.01,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1967-03,0.03,196703,1.92,43.63,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1967-02,-0.2,196702,1.42,32.88,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1967-01,-0.06,196701,2.15,33.1,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1966-12,-0.06,196612,2.54,32.68,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1966-11,-0.02,196611,2.01,43.21,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1966-10,-0.15,196610,1.67,52.83,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1966-09,-0.01,196609,2.44,64.54,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1966-08,-0.1,196608,3.11,70.86,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1966-07,0.09,196607,2.41,75.07,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1966-06,0.02,196606,2.24,67.93,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1966-05,-0.1,196605,2.24,60.19,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1966-04,-0.13,196604,2.49,49.96,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1966-03,0.04,196603,1.61,43,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1966-02,0,196602,2.34,31.24,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1966-01,-0.16,196601,2.36,26.38,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1965-12,-0.05,196512,2.16,35.85,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1965-11,-0.06,196511,2,44.65,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1965-10,-0.04,196510,1.45,54.99,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1965-09,-0.15,196509,3.53,61.77,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1965-08,-0.01,196508,2.8,71.06,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1965-07,-0.12,196507,2.73,72.61,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1965-06,-0.08,196506,3.24,66.85,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1965-05,-0.14,196505,2.71,60.8,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1965-04,-0.2,196504,2.52,51.89,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1965-03,-0.11,196503,2.16,35.44,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1965-02,-0.17,196502,2.16,32.52,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1965-01,-0.09,196501,2.34,31.8,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1964-12,-0.3,196412,3.33,32.04,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1964-11,-0.21,196411,2.38,42.33,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1964-10,-0.3,196410,1.36,53.78,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1964-09,-0.28,196409,2.54,63.7,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1964-08,-0.2,196408,2.87,70.72,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1964-07,-0.07,196407,2.61,74.66,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1964-06,-0.07,196406,2.81,68,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1964-05,-0.25,196405,2.25,61.43,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1964-04,-0.3,196404,3.29,51.3,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1964-03,-0.22,196403,2.83,38.82,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1964-02,-0.12,196402,1.56,31.77,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1964-01,-0.06,196401,2.43,31.53,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1963-12,0,196312,1.48,27.9,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1963-11,0.15,196311,2.66,44.04,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1963-10,0.15,196310,0.96,59.36,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1963-09,0.2,196309,2.21,66.34,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1963-08,0.25,196308,2.33,71.98,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1963-07,0.08,196307,2.69,73.6,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1963-06,0.03,196306,2.94,68.67,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1963-05,-0.09,196305,2.36,61.02,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1963-04,-0.05,196304,2.3,51.89,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1963-03,-0.13,196303,2.47,43.72,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1963-02,0.19,196302,1.73,34.12,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1963-01,-0.03,196301,1.57,24.44,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1962-12,-0.01,196212,1.58,33.4,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1962-11,0.06,196211,2.05,43.18,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1962-10,-0.03,196210,2.33,56.12,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1962-09,-0.01,196209,2.78,64.18,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1962-08,-0.02,196208,2.04,72.12,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1962-07,-0.02,196207,2.91,72.07,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1962-06,0.06,196206,3.21,67.91,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1962-05,-0.06,196205,2.69,62.24,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1962-04,0.05,196204,2.1,51.84,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1962-03,0.12,196203,2.15,37.9,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1962-02,0.14,196202,2.55,34.92,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1962-01,0.08,196201,2.21,26.96,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1961-12,-0.15,196112,2.69,31.08,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1961-11,0.03,196111,2.59,40.5,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1961-10,0,196110,1.78,53.85,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1961-09,0.05,196109,2.94,63.41,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1961-08,0.02,196108,2.62,72.7,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1961-07,-0.03,196107,3.11,73.24,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1961-06,0.12,196106,2.92,69.49,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1961-05,0.13,196105,2.88,58.87,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1961-04,0.15,196104,2.3,48.67,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1961-03,0.09,196103,3.16,43.47,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1961-02,0.18,196102,2.78,37.42,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1961-01,0.07,196101,1.48,29.71,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1960-12,0.18,196012,1.9,30.4,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1960-11,-0.11,196011,2.05,42.73,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1960-10,0.07,196010,2.4,54.77,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1960-09,0.05,196009,2.21,66.45,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1960-08,-0.01,196008,2.83,72.21,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1960-07,-0.02,196007,2.68,73.89,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1960-06,0.01,196006,2.69,69.08,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1960-05,-0.08,196005,2.87,59.31,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1960-04,-0.16,196004,2.15,52.59,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1960-03,-0.36,196003,2.12,35.91,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1960-02,0.14,196002,2.59,30.52,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1960-01,-0.01,196001,2.26,29.46,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1959-12,-0.03,195912,2.22,35.94,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1959-11,-0.09,195911,1.72,38.66,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1959-10,-0.09,195910,3.5,53.33,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1959-09,-0.06,195909,2.82,64.74,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1959-08,-0.01,195908,2.76,73.17,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1959-07,0.06,195907,2.94,73.58,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1959-06,0.02,195906,2.62,69.96,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1959-05,0.06,195905,3.2,60.84,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1959-04,0.16,195904,2.14,51.6,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1959-03,0.19,195903,2.14,41.45,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1959-02,0.09,195902,2.35,32.49,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1959-01,0.06,195901,2.19,29.5,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1958-12,0.01,195812,1.32,32.22,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1958-11,0.02,195811,2.21,43.02,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1958-10,0.04,195810,1.53,54.73,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1958-09,-0.03,195809,2.82,65.43,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1958-08,-0.06,195808,2.4,73.29,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1958-07,0.06,195807,3.86,72.63,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1958-06,-0.05,195806,3.2,67.93,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1958-05,0.08,195805,2.46,62.42,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1958-04,0.01,195804,3.05,50.27,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1958-03,0.1,195803,2.66,37.67,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1958-02,0.24,195802,2.43,31.98,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1958-01,0.39,195801,2.29,31.6,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1957-12,0.16,195712,2.4,37,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1957-11,0.07,195711,3.12,40.26,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1957-10,0.01,195710,2.76,51.67,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1957-09,0.06,195709,2.86,64.18,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1957-08,0.14,195708,2.19,71.65,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1957-07,0.01,195707,2.28,74.28,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1957-06,0.16,195706,3.65,68.7,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1957-05,0.08,195705,4.24,59.65,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1957-04,-0.04,195704,3.65,50.7,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1957-03,-0.05,195703,2.51,41.27,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1957-02,-0.05,195702,2.08,38.07,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1957-01,-0.14,195701,2.13,27.07,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1956-12,-0.1,195612,2,36.23,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1956-11,-0.17,195611,1.36,40.32,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1956-10,-0.24,195610,2,56.16,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1956-09,-0.22,195609,1.44,65.1,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1956-08,-0.25,195608,2.21,71.69,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1956-07,-0.12,195607,2.78,73.06,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1956-06,-0.15,195606,2.21,70.36,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1956-05,-0.28,195605,2.6,61.77,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1956-04,-0.26,195604,2.07,49.37,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1956-03,-0.23,195603,1.82,40.75,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1956-02,-0.25,195602,2.62,32.27,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1956-01,-0.17,195601,2.27,31.01,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1955-12,-0.32,195512,2.24,31.71,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1955-11,-0.28,195511,1.92,38.23,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1955-10,-0.05,195510,2.04,55.04,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1955-09,-0.13,195509,2.11,65.88,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1955-08,0.04,195508,2.74,73.87,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1955-07,-0.09,195507,2.92,74.44,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1955-06,-0.08,195506,2.47,66.54,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1955-05,-0.2,195505,2.92,61.29,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1955-04,-0.23,195504,2.49,52.86,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1955-03,-0.36,195503,1.98,40.06,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1955-02,-0.21,195502,2.22,31.05,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1955-01,0.11,195501,1.69,29.35,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1954-12,-0.18,195412,2,33.91,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1954-11,0.08,195411,1.54,44.06,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1954-10,-0.01,195410,2.35,54.68,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1954-09,-0.07,195409,1.95,66.45,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1954-08,-0.13,195408,2.52,72.18,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1954-07,-0.16,195407,2.01,75.47,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1954-06,-0.16,195406,2.5,68.85,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1954-05,-0.2,195405,2.69,58.59,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1954-04,-0.18,195404,2.4,54.18,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1954-03,-0.12,195403,2.16,39.25,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1954-02,-0.1,195402,1.49,41.41,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1954-01,-0.28,195401,2.54,30.9,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1953-12,0.03,195312,2.5,33.69,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1953-11,-0.05,195311,1.79,43.88,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1953-10,0.05,195310,1.51,56.21,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1953-09,0.06,195309,1.5,66.16,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1953-08,0.08,195308,2.29,72.1,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1953-07,0.02,195307,2.65,74.17,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1953-06,0.08,195306,2.54,70.18,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1953-05,0.08,195305,3.26,59.18,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1953-04,0.2,195304,2.96,48.76,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1953-03,0.11,195303,2.61,43.75,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1953-02,0.16,195302,2.06,35.87,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1953-01,0.09,195301,2.64,36.43,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1952-12,-0.02,195212,2.45,33.44,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1952-11,-0.17,195211,2.15,39.92,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1952-10,-0.04,195210,0.54,52.95,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1952-09,0.08,195209,1.53,65.89,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1952-08,0.07,195208,2.62,72.82,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1952-07,0.05,195207,2.39,74.1,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1952-06,-0.04,195206,2.2,70.75,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1952-05,-0.05,195205,2.69,60.58,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1952-04,0.02,195204,2.4,51.66,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1952-03,-0.1,195203,2.93,37.69,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1952-02,0.12,195202,2,35.46,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1952-01,0.16,195201,2.44,32,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1951-12,0.15,195112,3.12,31.23,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1951-11,0,195111,2.43,38.08,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1951-10,0.06,195110,2.3,54,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1951-09,0.07,195109,2.57,64.09,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1951-08,0.05,195108,2.61,71.89,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1951-07,0,195107,2.85,73.69,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1951-06,-0.05,195106,3.44,66.65,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1951-05,-0.02,195105,2.37,60.76,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1951-04,-0.1,195104,2.35,49.73,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1951-03,-0.19,195103,2.6,38.55,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1951-02,-0.44,195102,2.27,34.54,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1951-01,-0.35,195101,2.34,30.2,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1950-12,-0.2,195012,1.93,33.01,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1950-11,-0.35,195011,2.1,40.64,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1950-10,-0.2,195010,1.9,57.47,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1950-09,-0.1,195009,2.69,63.5,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1950-08,-0.18,195008,2.55,70.02,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1950-07,-0.09,195007,3.86,71.22,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1950-06,-0.06,195006,2.8,67.93,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1950-05,-0.12,195005,2.88,59.45,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1950-04,-0.21,195004,2.08,48.65,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1950-03,-0.06,195003,2.49,38.84,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1950-02,-0.26,195002,2.23,35.55,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1950-01,-0.3,195001,3.36,30.43,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1949-12,-0.19,194912,2.22,33.26,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1949-11,-0.08,194911,1.19,45.27,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1949-10,-0.03,194910,2.8,54.05,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1949-09,-0.08,194909,2.22,63.73,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1949-08,-0.08,194908,2.49,72.1,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1949-07,-0.13,194907,3.08,74.21,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1949-06,-0.22,194906,3.2,69.24,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1949-05,-0.09,194905,2.98,61.72,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1949-04,-0.07,194904,2.09,52.07,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1949-03,-0.01,194903,2.47,40.77,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1949-02,-0.16,194902,2.4,31.91,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1949-01,0.09,194901,3.16,25.92,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1948-12,-0.23,194812,2.59,32.58,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1948-11,-0.08,194811,3.39,41.59,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1948-10,-0.07,194810,1.54,53.19,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1948-09,-0.1,194809,1.81,66.07,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1948-08,-0.1,194808,2.24,72.05,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1948-07,-0.13,194807,3.06,73.26,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1948-06,-0.05,194806,3.23,68.76,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1948-05,0.08,194805,2.77,60.24,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1948-04,-0.09,194804,2.54,53.35,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1948-03,-0.23,194803,3,38.71,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1948-02,-0.13,194802,2.54,31.62,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1948-01,0.05,194801,1.98,27.88,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1947-12,-0.18,194712,1.99,32.92,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1947-11,-0.01,194711,2.78,38.1,
